alpha,beta,A,omega
1.660934072833945,0.1990599974181925,0.5,1.3031722151541814
1.1583176596280784,0.2615722832081742,0.5,1.09880046538469
1.7878968798670738,0.14163009580212693,0.5,1.3470161553708153
1.546052043589046,0.08187347325589385,0.5,1.2495612509295118
0.6412660218314743,0.07863208526929852,0.5,0.8099441572228716
1.963433527455134,0.22634414127059946,0.5,1.416288478362855
1.6417095529855295,0.246804941392934,0.5,1.2992249533844031
1.6790964579154308,0.040530643157696236,0.5,1.298728591164258
0.6921704490133188,0.029302068517001664,0.5,0.8352631841882274
1.1755789068433506,0.18238576248937102,0.5,1.0998982849837105
1.056197036348872,0.0523902408158825,0.5,1.03248254537394
1.8901474832729028,0.24915261523233898,0.5,1.3917124698115506
1.4657976801209969,0.09999705543798157,0.5,1.2184199309005161
1.734142419906245,0.05172286056163137,0.5,1.3205455146497416
1.1651212982409966,0.27708143702136057,0.5,1.1032107992956295
0.8408580826771653,0.058004199593230665,0.5,0.9228942897758639
1.3318771805237521,0.0925688238780013,0.5,1.1615652521493907
0.5957258841562629,0.054547884605697004,0.5,0.778430223282621
1.741446757988873,0.04349211846295294,0.5,1.3227250395303918
1.4474965986830972,0.01613292473756761,0.5,1.2043759886644168
1.6371316101280606,0.02606466865763543,0.5,1.281412788878497
1.0317889521948025,0.06064602657139728,0.5,1.021352085314824
1.9560470365923548,0.02548076046188086,0.5,1.400294497303677
1.8396816819832966,0.18143170667218164,0.5,1.3688316649553116
1.6675752456106427,0.20740721277185684,0.5,1.3063169975183535
0.7919580617779514,0.12415283248128818,0.5,0.9029046006462659
1.2000815055905512,0.10221741811609432,0.5,1.1041953049562014
0.5657056486808432,0.15631260873644673,0.5,0.7713716761840085
0.7314342381013217,0.26375143324803646,0.5,0.8836784663186766
1.524573429863682,0.2568281717784397,0.5,1.254084810557938
1.6171432338617258,0.022607767983709663,0.5,1.273335066020987
1.951264598651315,0.06263453878299198,0.5,1.4010740789384144
0.9887380372072279,0.07865601262027483,0.5,1.0017415033697712
1.0556895590523032,0.08232239699134142,0.5,1.0349516937945364
1.2043337169137118,0.17565746900540408,0.5,1.1123261627563317
0.7842070386264286,0.13071610345392576,0.5,0.899286555011271
0.6948822580032075,0.024283694779002253,0.5,0.8363225757889539
1.2135573893389007,0.11834810015327575,0.5,1.111641874938885
0.8403640235763261,0.16188835512811478,0.5,0.9331227626431838
1.5047209920237656,0.03948485184207763,0.5,1.2296846757377093
1.155727878308496,0.2517029805986823,0.5,1.0967780938598057
1.749017294086756,0.025068941274880234,0.5,1.3242800763342308
1.5503976530033736,0.278204142015238,0.5,1.2659229556458917
0.9685499620730615,0.03874281105816389,0.5,0.9878331028804751
1.7483897020928016,0.2546367359633483,0.5,1.3401992725285032
1.7071465362452027,0.2717694117390089,0.5,1.3259348780940439
1.0812175685452616,0.29407549737011185,0.5,1.0660003397289128
0.9324921558953662,0.2425875052793421,0.5,0.9889273548321145
1.5237432559624633,0.23604848682368537,0.5,1.2521990046481846
0.7096287254139647,0.1963201500387088,0.5,0.8639668706300159
0.7998623037126624,0.2359089428276574,0.5,0.9187465540032508
0.5110434046265082,0.049020140439812655,0.5,0.7212729587049366
1.6803865662532076,0.16545973042481482,0.5,1.3082088005008452
1.497276284888048,0.1591246323552202,0.5,1.2357637935522516
1.5577480679395026,0.2586959217955417,0.5,1.2673805873833506
1.6710935465329517,0.1442118160221196,0.5,1.3031244230836514
1.18837366330751,0.1216759538691025,0.5,1.1005398242035436
1.3531117939293407,0.19547334865876193,0.5,1.178882117432807
0.7096954971914862,0.08727436207524535,0.5,0.8520912158217538
0.6717951103039601,0.05053283917664749,0.5,0.8253908272143454
1.5026044426857075,0.14858440946688628,0.5,1.237119242215862
1.2066443092146988,0.13089791689251665,0.5,1.1095889638204075
1.3478541597217832,0.07744528275337337,0.5,1.1672082720054895
1.6474982861240384,0.11657842493338712,0.5,1.2920358899036235
1.4520774800008862,0.11625381044961174,0.5,1.2140325652387536
1.3303691009869938,0.10497371367963818,0.5,1.1619172398677653
1.3388107411181203,0.12004458312080939,0.5,1.1667558015511523
0.9559251470939183,0.20886557018222415,0.5,0.9975406966650961
0.546226751851909,0.09609417762567272,0.5,0.7511620398800266
1.1550760838485434,0.2851687987474487,0.5,1.0993385436769194
0.8218770092292937,0.27574092566607156,0.5,0.9346541781812576
1.1127929655869542,0.1494640242070228,0.5,1.0680905720610827
1.7801046099022493,0.10522474945135973,0.5,1.3415790138580654
0.8509092287980111,0.1652760890507009,0.5,0.9390945082871146
0.587454112533599,0.2560825417443511,0.5,0.7971634644855877
0.9220758380329948,0.1992503287624296,0.5,0.9795076695340115
0.9403906366500254,0.24327363010465244,0.5,0.992977563842531
1.4928747720903426,0.16448946005906465,0.5,1.2343891387449166
1.3355482285119176,0.19354611248761,0.5,1.1712549357861184
1.6758473136596201,0.09356512811291388,0.5,1.301303490804813
1.4964703104910813,0.22311901706998433,0.5,1.2402842924876956
1.1095802921601057,0.06869733200645832,0.5,1.0594626194025518
1.721030576999052,0.2114914573573645,0.5,1.3269081449948064
0.7504593798615559,0.25960852981450927,0.5,0.8939440582059799
0.5340681097007907,0.04830982281744774,0.5,0.7369709637964457
0.6350717911634627,0.18817012475715675,0.5,0.8187512989641175
1.5835390258946753,0.037577766986681034,0.5,1.2611839109363385
1.1928158453770812,0.22045753219871378,0.5,1.1109237744617495
0.7419076685504027,0.034503033458820866,0.5,0.8650878494834682
1.2515671626550453,0.28142254858318155,0.5,1.1420743804649467
0.7284681540697526,0.04984829971096263,0.5,0.8589614137233162
1.544480562616604,0.2880752713136333,0.5,1.2643158924841174
1.1692344133610462,0.24225641106467802,0.5,1.1021150078080206
1.0715318391447237,0.1821677812952427,0.5,1.0515171411525261
0.9522681337218148,0.2369609903425686,0.5,0.9983477948145358
1.4454238896783327,0.2405833033050949,0.5,1.220873973450183
1.0427189158300856,0.2843478482170258,0.5,1.046916490160881
0.6314748789741516,0.08348117261336428,0.5,0.8044424148683095
0.677008853180773,0.18112200965390965,0.5,0.8431899133593103
1.9428464968242718,0.03756426729367635,0.5,1.3963845447948198
1.8628710360614105,0.18868805300699518,0.5,1.3777699539474004
1.5495607007161243,0.059674478186908755,0.5,1.249299669965605
0.8988049421892794,0.17383567732700814,0.5,0.9650902194552038
1.9537645660215859,0.17600484906981642,0.5,1.4095266848208927
1.6681263559486919,0.14513569436455592,0.5,1.3020519569671734
1.5753352837384935,0.1615632148988056,0.5,1.2671339260441334
1.1740422532156831,0.2315377831019105,0.5,1.1033836991488009
0.9083623427677385,0.2417809677884993,0.5,0.9765737423400662
0.6445864432302489,0.15272443251687445,0.5,0.8205012335927124
1.8539035948157625,0.18388209804155756,0.5,1.3741839353589296
1.1836644347504166,0.2800585083501295,0.5,1.1118342525152145
0.8035450471928455,0.04472274066532562,0.5,0.9010718956152134
0.9589349362259787,0.04396003411103205,0.5,0.9834517998467425
1.368829353412844,0.035435613454122834,0.5,1.1728058368440584
0.7651591744088475,0.20078035266175306,0.5,0.8959941353228413
1.7849214261385633,0.13139640722921003,0.5,1.3451982205214368
1.6377792947528151,0.23455321068113452,0.5,1.2968261339730658
1.5791944339264052,0.20465710985949184,0.5,1.2718363267437598
1.1481395596626556,0.10675494991518905,0.5,1.0808127093866695
1.440963261053665,0.27052629873484535,0.5,1.2213463644955302
1.3761469533691033,0.23113432265048917,0.5,1.1914212684294627
1.47476990233223,0.08845513286395094,0.5,1.221210563229872
0.6266664817098336,0.11561568515389566,0.5,0.8051983747351885
1.1237111032559144,0.10118759425923622,0.5,1.0689638802034056
0.5624212607928387,0.0557073781012499,0.5,0.7568793788886199
1.2409862288667783,0.05285717803723558,0.5,1.1184350449394727
0.994791818499178,0.28147696437896574,0.5,1.0235080602126365
0.7167862832990703,0.13699217078763845,0.5,0.8616683325513086
0.6551044515838275,0.12116274860544884,0.5,0.8232997430749928
1.3814668582665681,0.22160885551643958,0.5,1.1929033987192343
0.7558894528053292,0.17036798892334098,0.5,0.8875998257821233
