Omega,zeta,f,A_respuesta
1.3739560485559634,0.01399915044832251,0.8458773294303427,1.408173054007661
1.0388784397520523,0.07144799602279453,0.4574617023008353,0.8782770260219969
1.4585979199113823,0.023709358291396053,0.9539156583289014,1.5268407359162621
1.2973680290593639,0.027087372972848477,0.6577786979233821,1.2642241615812027
0.6941773478876495,0.09668100788938047,0.13358088801286444,0.23249376326357496
1.5756223516367558,0.061974471777683816,0.8873911284622648,1.6293174750204646
1.361139701990353,0.13866860527247427,0.49947988701418183,1.1799597266350947
0.7281136326755459,0.11029611861566566,0.16963633116459229,0.30200130142156256
1.0503859378955671,0.0718594173724616,0.6937832564076744,1.013777024713426
0.9707980242325812,0.10069293866374543,0.06642505659489999,0.2893413190481922
1.5267649888486017,0.0919558267238186,0.300861889615537,0.2275219330388446
1.42276161327083,0.14275885872054336,0.4522558810249386,0.4790960444787786
1.043414198827331,0.05469347819946859,0.4260666965544741,0.8685582668160822
0.8272387217847769,0.030699147681144522,0.5314389059950788,0.735198771410099
1.1545847870158348,0.1033236388275751,0.2940436025204796,0.8725752590029862
0.6638172561041753,0.12767109638964677,0.051402717590613656,0.08713553113999908
1.427631171992582,0.010836792291288946,0.6220983844044821,1.4047128681057983
1.2316643991220648,0.07019673982128868,0.38624364282470436,1.057491801370182
1.3580877400853737,0.1344107150046623,0.6583082987652454,1.271088625234522
0.9545259681298683,0.11369469974381578,0.1264936313881831,0.41257400239418257
1.5706980243949031,0.1488121188921561,0.03350180818816932,0.021762437110624692
1.4931211213221975,0.08205500268160035,0.2633283629275869,0.2159659227490128
1.3783834970737618,0.10069937922616694,0.4674163765341712,1.240754557815376
0.7946387078519676,0.04885964076499957,0.40619053468509797,0.616834916265246
1.066721003727034,0.14239266195156888,0.8140965041679971,1.0602413830925221
0.6438037657872288,0.05811864584069776,0.3902808913089675,0.5017065712112514
0.7542894920675478,0.11208405333956115,0.5398323560110173,0.6790106010922109
1.2830489532424547,0.06345532959726688,0.6016452805933483,1.2179658958264148
1.3447621559078171,0.0864637448591349,0.04139476381289538,0.04931377168206686
0.9258253581381519,0.07879545200394637,0.3579346342108611,0.6888359171272589
0.9704597060348689,0.13652751740187874,0.43285452512958955,0.7664159463580148
1.069555811275808,0.06579864324953248,0.11828165052534526,0.608726493039893
0.7894713590842857,0.09882541073078215,0.7871641543356723,0.8475750967947747
0.7299215053354716,0.05464255282850784,0.9435561657923521,0.8883721399072665
1.0757049262259337,0.06418271689349689,0.04182344421700801,0.23098186685660937
0.8269093490508841,0.0688072656938651,0.609345307555121,0.7801643469954487
1.2698139946825102,0.02324201765528136,0.7685671859425909,1.272112785752731
1.0371519188723308,0.01829993346355597,0.2991114368768916,0.7805870331459601
1.4326781960578374,0.1017860388562799,0.7918044731659524,1.4259839834191308
1.300265102002249,0.10005007205974258,0.6397079497509752,1.2327171257360496
0.912366641382041,0.10112190856046381,0.9305793796256486,0.9977610547659623
1.432259801395201,0.007866134574690292,0.9813847151266973,1.5065947963593942
1.4047643574968018,0.05234929218740808,0.06149919171873071,0.06265833515258956
0.9874783790301744,0.03368242785258355,0.4560390058064661,0.8320093124575492
0.8883281039302441,0.1178319562688818,0.5560480318266539,0.786723907241175
1.2824955039749755,0.12979140820243887,0.16380836854349942,0.23802963965606463
0.7397524836093098,0.04076865469779136,0.34956011381881447,0.5267521545175042
0.7999082024751083,0.10183812803295801,0.9878944988013325,0.9460649592964766
0.6073622697510055,0.023757606501449795,0.03590584721562201,0.05661844282932246
1.3869243775021385,0.04489711621224843,0.4634577728938964,1.2955833408062318
1.264850856592032,0.02510490195384583,0.8458015292838322,1.2917781230994958
1.305165378626335,0.04611051115688823,0.33742323746490266,1.139580507234405
1.3807290310219678,0.1028367993656453,0.49020253270005026,1.2521423227671475
1.05891577553834,0.1369974019768616,0.9784848308722204,1.1218210457941067
1.1687411959528937,0.03436574914900696,0.4853792997461898,1.04718669299999
0.7397969981276574,0.08360146006785428,0.14830288590356905,0.28148782290117924
0.7145300735359734,0.10670170968029768,0.07068706183306324,0.1344843941587867
1.2684029617904717,0.14317375793040701,0.9465082409911495,1.2893421051029892
1.0710962061431326,0.09345877001864021,0.28049322500956436,0.7740064950300681
1.165236106481189,0.041990504998970196,0.5139826284332599,1.0551288270912187
1.3649988574160257,0.09569433275252076,0.10888773076816924,0.12218421732142876
1.234718320000591,0.05147121844331234,0.43518201813959295,1.0958951802345143
1.1535794006579958,0.14653861665029763,0.9315034088651216,1.1799173930860416
1.1592071607454135,0.06295303959872735,0.5123647337583196,1.0415094425432285
0.9039500980626122,0.10438701951034705,0.9717124487662814,1.008170824274268
0.6308178345679394,0.00836799944027998,0.27365892449265167,0.38396480000899214
1.0367173892323622,0.06300890968953952,0.5144543349098584,0.9118664387393716
0.8145846728195292,0.1318906039317642,0.8623401759731387,0.8958269611676717
1.0085286437246361,0.09348297944282065,0.45928730746266894,0.8405928320069793
0.8339394858653407,0.14071093741818025,0.858365856149524,0.9050666967086665
0.658302741689066,0.12882773454134822,0.40209167949515684,0.5135219103625832
0.8813838920219965,0.05172127270432604,0.5401088252390294,0.7833698854087394
0.8935937577666836,0.08395951829599424,0.9769965250868428,1.0055939099517197
1.1570321523412783,0.09666936251665503,0.315372623985782,0.9005081057615749
1.3838982091064134,0.05344613370901956,0.05044820806844315,0.05454746416393043
1.2643135403273875,0.04040972511105379,0.4040009557118517,1.1217993389595944
1.0063868614400704,0.13733741611205272,0.21617976197316235,0.5857604220729759
1.4140203846660346,0.1389618024272834,0.6864342366997336,1.3328301554828124
0.7669729199077039,0.12728181843548694,0.1976950295905353,0.36199526385460423
0.6227120731338605,0.1468396424608614,0.6813164973577523,0.6904125466613765
0.6900478607756417,0.11302377123805483,0.2782059196255313,0.4145506505137861
1.3223593505964502,0.11587674814148995,0.3681134774387758,1.0897717004456529
1.0618772302513872,0.1155755633345829,0.36188343900546954,0.814697893548061
0.7612717790336018,0.07468810648663445,0.7224167151603372,0.7980193560711784
1.1010447751033636,0.0711855682045694,0.47717907787557623,0.9563704639035913
0.7523121027131684,0.03983281004160545,0.37407292087562943,0.558072253044239
1.2963203750777361,0.09849878318209712,0.8555702646586608,1.3077980250643026
1.0461562755740306,0.046951419734838504,0.5805116131283786,0.9599565035701078
0.9810212260964825,0.042382219406841386,0.22955420485243783,0.6426751933636241
0.9015120891478765,0.08996439924392793,0.902089452580809,0.9793890510784772
1.2302825931188885,0.06444744629263126,0.3557972901129678,1.0428647779125597
0.9618126105533904,0.03673420827522166,0.05819978998657399,0.3346502079155325
0.687649919316101,0.12332812242916051,0.5047082194949638,0.6115689274580287
0.7180059021205153,0.1297826382976845,0.14145929335206023,0.25105724127907597
1.508580690707607,0.006088519755999981,0.7521686552336628,1.5343571281112625
0.8658699614595196,0.12063907117370912,0.810805339866955,0.9078135591104769
1.5691763773477239,0.12668021060397702,0.9381691423683346,1.5907738155519773
1.3787509039657946,0.025057715166827137,0.6144014583997858,1.3431922199016584
1.3168901891589955,0.11727870567154242,0.7161520081823727,1.2684804036235846
1.0493615021437885,0.02177710425986727,0.719314877709269,1.0310569979983937
0.872241561845159,0.06155907557269673,0.992951798125036,0.9991728554730501
0.6963909621534993,0.1497983796767278,0.3547074969575904,0.4891492145469626
1.0557762898336112,0.027324719473755834,0.5287838902160351,0.9457312256350363
0.8023633647952303,0.06630604821928505,0.542584813635074,0.7204807806007407
0.9059566241506525,0.0948519362656299,0.19435423853022157,0.48887149742212865
1.179219568941896,0.14027061344992173,0.6208472306142567,1.0737802153795901
0.7767727829392317,0.14721906610228996,0.03384223880728749,0.07335592991566225
1.4566142840923755,0.01509789230575222,0.9291150344051371,1.5194783980741209
1.3194629559509368,0.1196570062149191,0.05876900422238797,0.0733006559633854
1.0320930397751038,0.04424166207927476,0.1260844526453599,0.5879365588356014
1.227308840702443,0.1333031136284223,0.2554439693140489,0.7642277949759801
1.1840979689127356,0.10120072229821758,0.28842804523392435,0.9038902513363403
0.6844443211398891,0.12571674631398103,0.29376771594985457,0.4260580751741343
1.0158074021706096,0.030571675101170998,0.20908290176361247,0.6706825699097738
0.6416141738618925,0.0664068322285498,0.3910485088858282,0.5006931784476193
1.093990819244519,0.08506681464110284,0.3974643826088498,0.8946061177982462
0.9298612123327853,0.07761109161664034,0.35222758579082153,0.6884566564413679
0.7445241888660469,0.10449362276419681,0.34136540586008995,0.5148673864598586
0.7034029677225516,0.099639576556042,0.1079366521864262,0.19553907901588632
1.187644572177712,0.14884609080156797,0.044700848183638925,0.08311019804255453
0.7705929685368861,0.14991617683750724,0.21807201415333724,0.38490842352459276
1.525120118376797,0.07988661338216793,0.761516438868283,1.531615368717024
1.181061139700395,0.018803867609325276,0.9909935702400997,1.2558049527371038
0.946869804534837,0.11053727835046416,0.9299556515561824,1.0214817656323698
1.1909154914814168,0.1466162913414054,0.5141349684270132,1.0206596817484872
0.6228038710296975,0.05115732620620794,0.5411873786623755,0.6073547066971089
1.0823034369429,0.06659265409824111,0.7784606498649032,1.0812241269005838
1.3827352272502862,0.012455777410754758,0.7694615541739956,1.3961837751097226
0.6827299999224385,0.1024783425273995,0.8473869104307957,0.8142953639040458
1.0866583308381603,0.05623396578492782,0.8975944856529466,1.1333340673017738
1.090706994354521,0.11918226182156783,0.44566226326078984,0.9017932929715434
1.1717280523760754,0.12407846405668758,0.810270754219961,1.1595246398528956
1.0734894010569538,0.06541656971578262,0.3222904300477952,0.8286924921383825
0.8669756630918936,0.051624123924930425,0.930657399126027,0.9705013960240247
0.9315689973425522,0.11357901305172295,0.11245467258686236,0.36023121503068567
1.1206724024715378,0.12120146790719483,0.9943837955800172,1.1836904966147186
1.0389114603050467,0.0762323297267481,0.774688903795692,1.0382529782981569
0.6216120798803304,0.13448949783276393,0.1114054872178407,0.16961513055615676
1.426291924194358,0.02586676093139095,0.6631050551429006,1.413135816781811
1.4961607718397667,0.13246497305054922,0.053495822709694954,0.04117693057597176
0.7402490889986107,0.018933808780922785,0.7747832104552992,0.8150170938794794
1.1540361435390494,0.027261200697919014,0.8032384632258742,1.1652044095700171
0.7085757411354435,0.08240680192472426,0.6103620480296188,0.6994233681364811
1.2722400930398117,0.014790179627175177,0.8597231840782391,1.3046110608946218
0.8812337838390083,0.012657029703016002,0.11592561461056251,0.3604282818020404
1.2594226346919017,0.005075217904027301,0.290405365199997,1.0692338197209337
1.3269946142868827,0.06826591565566816,0.4258939711608171,1.1935058791963418
1.368647491917657,0.11732046278737332,0.061608793771536316,0.06644097852348504
0.7077409459558965,0.01005156079058777,0.45925176581974286,0.5982484882260184
1.516011845137608,0.09957735293754903,0.27990918699031464,0.21547332772202663
0.8302139908948808,0.12435346102534704,0.40488031185971796,0.6300863629051702
0.6374125561761798,0.029360123043791313,0.4366005793524603,0.5379453636057695
1.1548524693914834,0.026295241549103614,0.8818234988179314,1.194207901381093
0.9709222838624387,0.12981614117497772,0.2849341511170863,0.6413631419222834
1.4297897431324131,0.12435306844276373,0.8958682661419466,1.4398458254169002
0.9171388928227153,0.12378398249762713,0.3412515662801063,0.6487352869488686
0.8909178381401186,0.06219982010111939,0.42938842063558286,0.7152821560140111
1.1150571292317144,0.11198064563542406,0.2722248667940432,0.7969827519478125
0.8559650905676027,0.04233053410197468,0.5126257383001456,0.7453270154660999
1.5360435700489634,0.11408769259286515,0.16876569841725464,0.12113264218833023
0.7646078175820181,0.078105897636668,0.3648913441625068,0.5550627613233523
0.644910619392329,0.1137885682524938,0.5744744149866088,0.6375875584733703
1.035097060003038,0.07237854748931279,0.4251400795020614,0.8535646716985779
1.3486080194569492,0.03521500450807717,0.9703761472543898,1.4135614318486593
1.4907924908785248,0.11396616753285242,0.7890275804343243,1.476450123602998
1.4934466396978632,0.02224200046492427,0.9682411654775228,1.568120623684669
1.118858360386449,0.017467440766087042,0.8413738237336981,1.1459995352604966
0.915929051830793,0.03056224792820887,0.1592618473346098,0.4752017451551276
1.3720124321109881,0.03042524416081867,0.5359308888223134,1.3081784705061426
1.261661263167761,0.12435060530700046,0.18657895077186998,0.3066660680913388
0.97365772887371,0.06278346040376079,0.8218628055747121,1.0046026088627926
0.6944666680615152,0.14860632631726994,0.59247890619963,0.6723225046935709
